File Name,Content
Gcd-checkpoint.py,"class Gcd:
    @staticmethod
    def gcd(a, b):
        if a == 0:
            return b
        while b != 0:
            if a > b:
                a = b - a
            else:
                b = b - a
        return a
"
GcdWrongIf4-checkpoint.py,"class GcdWrongIf4:
    @staticmethod
    def gcd(a, b):
        if b == 0:  # (a == 0)
            return b
        while b != 0:
            if a > b:
                a = a - b
            else:
                b = b - a
        return a
"
GcdWrongIf3-checkpoint.py,"class GcdWrongIf3:
    @staticmethod
    def gcd(a, b):
        if a == 0:
            return b
        while b != 0:
            if a < b:  # (a > b)
                a = a - b
            else:
                b = b - a
        return a
"
GcdWrongWhile-checkpoint.py,"class GcdWrongWhile:
    @staticmethod
    def gcd(a, b):
        if a == 0:
            return b
        while a != 0:  # b != 0
            if a > b:
                a = a - b
            else:
                b = b - a
        return a
"
BubbleSort4.py,"
import unittest
class BubbleSort4:
    @staticmethod
    def bubble_sort(tab):
        tabb = tab.copy()
        i = 0
        j = len(tabb) - 1
        aux = 0
        fini = 0
        while fini == 0:
            fini = 1
            i = 0
            while i < j:
                if tabb[i] > tabb[i + 1]:
                    aux = tabb[i]
                    tabb[i] = tabb[i + 1]
                    tabb[i + 1] = aux
                    fini = 0
                i = i + 1
            j = j + 1  # j = j - 1
        cpt = 0
        for k in range(len(tab) - 1):
            if tabb[k] > tabb[k + 1]:
                cpt = cpt + 1
        return cpt
    
class TestBubbleSort4(unittest.TestCase):
    def test_0(self):
        result = BubbleSort4.bubble_sort([1, 2, 3, 4, 5])
        self.assertEqual(result, 0)

    def test_1(self):
        result = BubbleSort4.bubble_sort([5, 4, 3, 2, 1])
        self.assertEqual(result, 0)

    def test_2(self):
        result = BubbleSort4.bubble_sort([3, 2, 1, 4, 5])
        self.assertEqual(result, 0)

    def test_3(self):
        result = BubbleSort4.bubble_sort([3, 3, 1, 2, 2])
        self.assertEqual(result, 0)

    def test_4(self):
        result = BubbleSort4.bubble_sort([])
        self.assertEqual(result, 0)

    def test_5(self):
        result = BubbleSort4.bubble_sort([1])
        self.assertEqual(result, 0)

    def test_6(self):
        result = BubbleSort4.bubble_sort([2, 2, 2, 2, 2])
        self.assertEqual(result, 0)

    def test_7(self):
        result = BubbleSort4.bubble_sort([1, 2, 3, 4, 4])
        self.assertEqual(result, 0)

    def test_8(self):
        result = BubbleSort4.bubble_sort([4, 1, 3, 2, 5])
        self.assertEqual(result, 0)

if __name__ == '__main__':
    unittest.main()
"
BubbleSortWrongWhile1.py,"
import unittest
class BubbleSortWrongWhile1:
    @staticmethod
    def bubble_sort(tab):
        tabb = tab.copy()
        i = 0
        j = len(tabb) - 1
        aux = 0
        fini = 0
        while fini == 0:
            fini = 1
            i = 0
            while i <= j:  # while (i < j)
                if tabb[i] > tabb[i + 1]:
                    aux = tabb[i]
                    tabb[i] = tabb[i + 1]
                    tabb[i + 1] = aux
                    fini = 0
                i = i + 1
            j = j - 1
        cpt = 0
        for k in range(len(tab) - 1):
            if tabb[k] > tabb[k + 1]:
                cpt = cpt + 1
        return cpt
    
class BubbleSortTest(unittest.TestCase):
    def test_0(self):
        result = BubbleSortWrongWhile1.bubble_sort([1, 2, 3, 4, 5])
        self.assertEqual(result, 0)

    def test_1(self):
        result = BubbleSortWrongWhile1.bubble_sort([5, 4, 3, 2, 1])
        self.assertEqual(result, 0)

    def test_2(self):
        result = BubbleSortWrongWhile1.bubble_sort([3, 2, 1, 4, 5])
        self.assertEqual(result, 0)

    def test_3(self):
        result = BubbleSortWrongWhile1.bubble_sort([3, 3, 1, 2, 2])
        self.assertEqual(result, 0)

    def test_4(self):
        result = BubbleSortWrongWhile1.bubble_sort([])
        self.assertEqual(result, 0)

    def test_5(self):
        result = BubbleSortWrongWhile1.bubble_sort([1])
        self.assertEqual(result, 0)

    def test_6(self):
        result = BubbleSortWrongWhile1.bubble_sort([2, 2, 2, 2, 2])
        self.assertEqual(result, 0)

    def test_7(self):
        result = BubbleSortWrongWhile1.bubble_sort([1, 2, 3, 4, 4])
        self.assertEqual(result, 0)

    def test_8(self):
        result = BubbleSortWrongWhile1.bubble_sort([4, 1, 3, 2, 5])
        self.assertEqual(result, 0)

if __name__ == '__main__':
    unittest.main()
"
BubbleSortWrongIf.py,"
import unittest
class BubbleSortWrongIf:
    @staticmethod
    def bubble_sort(tab):
        tabb = tab.copy()
        i = 0
        j = len(tabb) - 1
        aux = 0
        fini = 0
        while fini == 0:
            fini = 1
            i = 0
            while i < j:
                if tabb[i + 1] > tabb[i]:  # if (tabb[i] > tabb[i+1])
                    aux = tabb[i]
                    tabb[i] = tabb[i + 1]
                    tabb[i + 1] = aux
                    fini = 0
                i = i + 1
            j = j - 1
        cpt = 0
        for k in range(len(tab) - 1):
            if tabb[k] > tabb[k + 1]:
                cpt = cpt + 1
        return cpt

class BubbleSortTest(unittest.TestCase):
    def test_0(self):
        result = BubbleSortWrongIf.bubble_sort([1, 2, 3, 4, 5])
        self.assertEqual(result, 0)

    def test_1(self):
        result = BubbleSortWrongIf.bubble_sort([5, 4, 3, 2, 1])
        self.assertEqual(result, 0)

    def test_2(self):
        result = BubbleSortWrongIf.bubble_sort([3, 2, 1, 4, 5])
        self.assertEqual(result, 0)

    def test_3(self):
        result = BubbleSortWrongIf.bubble_sort([3, 3, 1, 2, 2])
        self.assertEqual(result, 0)

    def test_4(self):
        result = BubbleSortWrongIf.bubble_sort([])
        self.assertEqual(result, 0)

    def test_5(self):
        result = BubbleSortWrongIf.bubble_sort([1])
        self.assertEqual(result, 0)

    def test_6(self):
        result = BubbleSortWrongIf.bubble_sort([2, 2, 2, 2, 2])
        self.assertEqual(result, 0)

    def test_7(self):
        result = BubbleSortWrongIf.bubble_sort([1, 2, 3, 4, 4])
        self.assertEqual(result, 0)

    def test_8(self):
        result = BubbleSortWrongIf.bubble_sort([4, 1, 3, 2, 5])
        self.assertEqual(result, 0)

if __name__ == '__main__':
    unittest.main()
"
BubbleSort3.py,"
import unittest
class BubbleSort3:
    @staticmethod
    def bubble_sort(tab):
        tabb = tab.copy()
        i = 0
        j = len(tabb) - 1
        aux = 0
        fini = 0
        while fini == 0:
            fini = 1
            i = 0
            while i < j:
                if tabb[i] > tabb[i + 1]:
                    aux = tabb[i]
                    tabb[i] = tabb[i + 1]
                    tabb[i + 1] = aux
                    fini = 0
                i = i - 1  # i = i + 1
            j = j - 1
        cpt = 0
        for k in range(len(tab) - 1):
            if tabb[k] > tabb[k + 1]:
                cpt = cpt + 1
        return cpt
    
class TestBubbleSort4(unittest.TestCase):
    def test_0(self):
        result = BubbleSort3.bubble_sort([1, 2, 3, 4, 5])
        self.assertEqual(result, 0)

    def test_1(self):
        result = BubbleSort3.bubble_sort([5, 4, 3, 2, 1])
        self.assertEqual(result, 0)

    def test_2(self):
        result = BubbleSort3.bubble_sort([3, 2, 1, 4, 5])
        self.assertEqual(result, 0)

    def test_3(self):
        result = BubbleSort3.bubble_sort([3, 3, 1, 2, 2])
        self.assertEqual(result, 0)

    def test_4(self):
        result = BubbleSort3.bubble_sort([])
        self.assertEqual(result, 0)

    def test_5(self):
        result = BubbleSort3.bubble_sort([1])
        self.assertEqual(result, 0)

    def test_6(self):
        result = BubbleSort3.bubble_sort([2, 2, 2, 2, 2])
        self.assertEqual(result, 0)

    def test_7(self):
        result = BubbleSort3.bubble_sort([1, 2, 3, 4, 4])
        self.assertEqual(result, 0)

    def test_8(self):
        result = BubbleSort3.bubble_sort([4, 1, 3, 2, 5])
        self.assertEqual(result, 0)

if __name__ == '__main__':
    unittest.main()
"
BubbleSortWrongWhile2.py,"import unittest

class BubbleSortWrongWhile2:
    @staticmethod
    def bubble_sort(tab):
        tabb = tab.copy()
        i = 0
        j = len(tabb) - 1
        aux = 0
        fini = 0
        while fini == 1:  # while (fini == 0)
            fini = 1
            i = 0
            while i < j:
                if tabb[i] > tabb[i + 1]:
                    aux = tabb[i]
                    tabb[i] = tabb[i + 1]
                    tabb[i + 1] = aux
                    fini = 0
                i = i + 1
            j = j - 1
        cpt = 0
        for k in range(len(tab) - 1):
            if tabb[k] > tabb[k + 1]:
                cpt = cpt + 1
        return cpt

class BubbleSortTest(unittest.TestCase):
    def test_0(self):
        result = BubbleSortWrongWhile2.bubble_sort([1, 2, 3, 4, 5])
        self.assertEqual(result, 0)

    def test_1(self):
        result = BubbleSortWrongWhile2.bubble_sort([5, 4, 3, 2, 1])
        self.assertEqual(result, 0)

    def test_2(self):
        result = BubbleSortWrongWhile2.bubble_sort([3, 2, 1, 4, 5])
        self.assertEqual(result, 0)

    def test_3(self):
        result = BubbleSortWrongWhile2.bubble_sort([3, 3, 1, 2, 2])
        self.assertEqual(result, 0)

    def test_4(self):
        result = BubbleSortWrongWhile2.bubble_sort([])
        self.assertEqual(result, 0)

    def test_5(self):
        result = BubbleSortWrongWhile2.bubble_sort([1])
        self.assertEqual(result, 0)

    def test_6(self):
        result = BubbleSortWrongWhile2.bubble_sort([2, 2, 2, 2, 2])
        self.assertEqual(result, 0)

    def test_7(self):
        result = BubbleSortWrongWhile2.bubble_sort([1, 2, 3, 4, 4])
        self.assertEqual(result, 0)

    def test_8(self):
        result = BubbleSortWrongWhile2.bubble_sort([4, 1, 3, 2, 5])
        self.assertEqual(result, 0)

if __name__ == '__main__':
    unittest.main() "
BubbleSort2.py,"
import unittest
class BubbleSort2:
    @staticmethod
    def bubble_sort(tab):
        tabb = tab.copy()
        i = 0
        j = len(tabb)  # int j = tabb.length - 1
        aux = 0
        fini = 0
        while fini == 0:
            fini = 1
            i = 0
            while i < j:
                if tabb[i] > tabb[i + 1]:
                    aux = tabb[i]
                    tabb[i] = tabb[i + 1]
                    tabb[i + 1] = aux
                    fini = 0
                i = i + 1
            j = j - 1
        cpt = 0
        for k in range(len(tab) - 1):
            if tabb[k] > tabb[k + 1]:
                cpt = cpt + 1
        return cpt
    
class TestBubbleSort4(unittest.TestCase):
    def test_0(self):
        result = BubbleSort2.bubble_sort([1, 2, 3, 4, 5])
        self.assertEqual(result, 0)

    def test_1(self):
        result = BubbleSort2.bubble_sort([5, 4, 3, 2, 1])
        self.assertEqual(result, 0)

    def test_2(self):
        result = BubbleSort2.bubble_sort([3, 2, 1, 4, 5])
        self.assertEqual(result, 0)

    def test_3(self):
        result = BubbleSort2.bubble_sort([3, 3, 1, 2, 2])
        self.assertEqual(result, 0)

    def test_4(self):
        result = BubbleSort2.bubble_sort([])
        self.assertEqual(result, 0)

    def test_5(self):
        result = BubbleSort2.bubble_sort([1])
        self.assertEqual(result, 0)

    def test_6(self):
        result = BubbleSort2.bubble_sort([2, 2, 2, 2, 2])
        self.assertEqual(result, 0)

    def test_7(self):
        result = BubbleSort2.bubble_sort([1, 2, 3, 4, 4])
        self.assertEqual(result, 0)

    def test_8(self):
        result = BubbleSort2.bubble_sort([4, 1, 3, 2, 5])
        self.assertEqual(result, 0)

if __name__ == '__main__':
    unittest.main()
"
BubbleSort.py,"
import unittest

class BubbleSort:
    @staticmethod
    def bubble_sort(tab):
        tabb = tab.copy()
        i = 0
        j = len(tabb) - 1
        aux = 0
        fini = 0
        while fini == 0:
            fini = 1
            i = 1  # i = 0 
            while i < j:
                if tabb[i] > tabb[i + 1]:
                    aux = tabb[i]
                    tabb[i] = tabb[i + 1]
                    tabb[i + 1] = aux
                    fini = 0
                i = i + 1
            j = j - 1
        cpt = 0
        for k in range(len(tabb) - 1):
            if tabb[k] > tabb[k + 1]:
                cpt = cpt + 1
        return cpt

class TestBubbleSort4(unittest.TestCase):
    def test_0(self):
        result = BubbleSort.bubble_sort([1, 2, 3, 4, 5])
        self.assertEqual(result, 0)

    def test_1(self):
        result = BubbleSort.bubble_sort([5, 4, 3, 2, 1])
        self.assertEqual(result, 0)

    def test_2(self):
        result = BubbleSort.bubble_sort([3, 2, 1, 4, 5])
        self.assertEqual(result, 0)

    def test_3(self):
        result = BubbleSort.bubble_sort([3, 3, 1, 2, 2])
        self.assertEqual(result, 0)

    def test_4(self):
        result = BubbleSort.bubble_sort([])
        self.assertEqual(result, 0)

    def test_5(self):
        result = BubbleSort.bubble_sort([1])
        self.assertEqual(result, 0)

    def test_6(self):
        result = BubbleSort.bubble_sort([2, 2, 2, 2, 2])
        self.assertEqual(result, 0)

    def test_7(self):
        result = BubbleSort.bubble_sort([1, 2, 3, 4, 4])
        self.assertEqual(result, 0)

    def test_8(self):
        result = BubbleSort.bubble_sort([4, 1, 3, 2, 5])
        self.assertEqual(result, 0)

if __name__ == '__main__':
    unittest.main()
"
Maxmin6varWrongIf1.py,"import unittest

class Maxmin6varWrongIf1:
    @staticmethod
    def maxmin(a, b, c, d, e, f):
        if a > b and a > c and a > d and a > e and a > f:
            max = a
            if b < c and b < d and b < e and b < f:
                min = b
            elif c < d and c < e and c < f:
                min = c
            elif d < e and d < f:
                min = d
            elif e > f:  # e < f
                min = e
            else:
                min = f
        elif b > c and b > d and b > e and b > f:
            max = b
            if a < c and a < d and a < e and a < f:
                min = a
            elif c < d and c < e and c < f:
                min = c
            elif d < e and d < f:
                min = d
            elif e < f:
                min = e
            else:
                min = f
        elif c > d and c > e and c > f:
            max = c
            if a < b and a < d and a < e and a < f:
                min = a
            elif b < d and b < e and b < f:
                min = b
            elif d < e and d < f:
                min = d
            elif e < f:
                min = e
            else:
                min = f
        elif d > e and d > f:
            max = d
            if a < b and a < c and a < e and a < f:
                min = a
            elif b < c and b < e and b < f:
                min = b
            elif c < e and c < f:
                min = c
            elif e < f:
                min = e
            else:
                min = f
        elif e > f:
            max = e
            if a < b and a < c and a < d and a < f:
                min = a
            elif b < c and b < d and b < f:
                min = b
            elif c < d and c < f:
                min = c
            elif d < f:
                min = d
            else:
                min = f
        else:
            max = f
            if a < b and a < c and a < d and a < e:
                min = a
            elif b < c and b < d and b < e:
                min = b
            elif c < d and c < e:
                min = c
            elif d < e:
                min = d
            else:
                min = e
        return min
    
class Maxmin6varTest(unittest.TestCase):
    def test_0(self):
        result = Maxmin6varWrongIf1.maxmin(1, 1, 1, 1, 1, 1)
        self.assertEqual(1, result)

    def test_1(self):
        result = Maxmin6varWrongIf1.maxmin(10, 5, 3, 2, 1, 4)
        self.assertEqual(5, result)

    def test_2(self):
        result = Maxmin6varWrongIf1.maxmin(5, 10, 3, 2, 1, 4)
        self.assertEqual(5, result)

    def test_3(self):
        result = Maxmin6varWrongIf1.maxmin(3, 5, 10, 2, 1, 4)
        self.assertEqual(3, result)

    def test_4(self):
        result = Maxmin6varWrongIf1.maxmin(1, 2, 3, 10, 5, 4)
        self.assertEqual(1, result)

    def test_5(self):
        result = Maxmin6varWrongIf1.maxmin(1, 2, 3, 4, 5, 10)
        self.assertEqual(4, result)

    def test_6(self):
        result = Maxmin6varWrongIf1.maxmin(10, 2, 3, 4, 5, 1)
        self.assertEqual(1, result)

    def test_7(self):
        result = Maxmin6varWrongIf1.maxmin(3, 2, 10, 4, 5, 1)
        self.assertEqual(3, result)

    def test_8(self):
        result = Maxmin6varWrongIf1.maxmin(10, 2, 3, 5, 4, 1)
        self.assertEqual(1, result)


if __name__ == '__main__':
    unittest.main()"
Maxmin6varWrongIf2.py,"
import unittest

class Maxmin6varWrongIf2:
    @staticmethod
    def maxmin(a, b, c, d, e, f):
        if a > b and a > c and b > d and a > e and a > f:
            max = a
            if b < c and b < d and b < e and b < f:
                min = b
            elif c < d and c < e and c < f:
                min = c
            elif d < e and d < f:
                min = d
            elif e < f:
                min = e
            else:
                min = f
        elif b > c and b > d and b > e and b > f:
            max = b
            if a < c and a < d and a < e and a < f:
                min = a
            elif c < d and c < e and c < f:
                min = c
            elif d < e and d < f:
                min = d
            elif e < f:
                min = e
            else:
                min = f
        elif c > d and c > e and c > f:
            max = c
            if a < b and a < d and a < e and a < f:
                min = a
            elif b < d and b < e and b < f:
                min = b
            elif d < e and d < f:
                min = d
            elif e < f:
                min = e
            else:
                min = f
        elif d > e and d > f:
            max = d
            if a < b and a < c and a < e and a < f:
                min = a
            elif b < c and b < e and b < f:
                min = b
            elif c < e and c < f:
                min = c
            elif e < f:
                min = e
            else:
                min = f
        elif e > f:
            max = e
            if a < b and a < c and a < d and a < f:
                min = a
            elif b < c and b < d and b < f:
                min = b
            elif c < d and c < f:
                min = c
            elif d < f:
                min = d
            else:
                min = f
        else:
            max = f
            if a < b and a < c and a < d and a < e:
                min = a
            elif b < c and b < d and b < e:
                min = b
            elif c < d and c < e:
                min = c
            elif d < e:
                min = d
            else:
                min = e
        return max
    
class TestMaxmin6varWrongIf2(unittest.TestCase):
    def test_0(self):
        result = Maxmin6varWrongIf2.maxmin(1, 2, 3, 4, 5, 6)
        self.assertEqual(result, 6)

    def test_1(self):
        result = Maxmin6varWrongIf2.maxmin(10, 9, 8, 7, 6, 5)
        self.assertEqual(result, 10)

    def test_2(self):
        result = Maxmin6varWrongIf2.maxmin(-1, -2, -3, -4, -5, -6)
        self.assertEqual(result, -1)

    def test_3(self):
        result = Maxmin6varWrongIf2.maxmin(0, 0, 0, 0, 0, 0)
        self.assertEqual(result, 0)

    def test_4(self):
        result = Maxmin6varWrongIf2.maxmin(1, 1, 1, 1, 1, 2)
        self.assertEqual(result, 2)

    def test_5(self):
        result = Maxmin6varWrongIf2.maxmin(1, 2, 3, 4, 4, 4)
        self.assertEqual(result, 4)

    def test_6(self):
        result = Maxmin6varWrongIf2.maxmin(5, 5, 5, 5, 5, 5)
        self.assertEqual(result, 5)

    def test_7(self):
        result = Maxmin6varWrongIf2.maxmin(-10, 10, -20, 20, -30, 30)
        self.assertEqual(result, 30)

    def test_8(self):
        result = Maxmin6varWrongIf2.maxmin(100, 200, 300, 400, 500, 600)
        self.assertEqual(result, 600)

if __name__ == '__main__':
    unittest.main()
"
Maxmin6varWrongIf3.py,"import unittest

class Maxmin6varWrongIf3:
    @staticmethod
    def maxmin(a, b, c, d, e, f):
        if a > b and a > c and a > d and a > e and a > f:
            max = a
            if b < c and b < d and b < e and b < f:
                min = b
            elif c < d and c < e and c < f:
                min = c
            elif d < e and d < f:
                min = d
            elif e < f:
                min = e
            else:
                min = f
        elif b > c and b > d and b > e and b > f:
            max = b
            if a < c and a < e and a < f:  # a < c and a < d and a < e and a < f
                min = a
            elif c < d and c < e and c < f:
                min = c
            elif d < e and d < f:
                min = d
            elif e < f:
                min = e
            else:
                min = f
        elif c > d and c > e and c > f:
            max = c
            if a < b and a < d and a < e and a < f:
                min = a
            elif b < d and b < e and b < f:
                min = b
            elif d < e and d < f:
                min = d
            elif e < f:
                min = e
            else:
                min = f
        elif d > e and d > f:
            max = d
            if a < b and a < c and a < e and a < f:
                min = a
            elif b < c and b < e and b < f:
                min = b
            elif c < e and c < f:
                min = c
            elif e < f:
                min = e
            else:
                min = f
        elif e > f:
            max = e
            if a < b and a < c and a < d and a < f:
                min = a
            elif b < c and b < d and b < f:
                min = b
            elif c < d and c < f:
                min = c
            elif d < f:
                min = d
            else:
                min = f
        else:
            max = f
            if a < b and a < c and a < d and a < e:
                min = a
            elif b < c and b < d and b < e:
                min = b
            elif c < d and c < e:
                min = c
            elif d < e:
                min = d
            else:
                min = e
        return min
    
class Maxmin6varTest(unittest.TestCase):
    def test_0(self):
        result = Maxmin6varWrongIf3.maxmin(1, 1, 1, 1, 1, 1)
        self.assertEqual(1, result)

    def test_1(self):
        result = Maxmin6varWrongIf3.maxmin(10, 5, 3, 2, 1, 4)
        self.assertEqual(5, result)

    def test_2(self):
        result = Maxmin6varWrongIf3.maxmin(5, 10, 3, 2, 1, 4)
        self.assertEqual(5, result)

    def test_3(self):
        result = Maxmin6varWrongIf3.maxmin(3, 5, 10, 2, 1, 4)
        self.assertEqual(3, result)

    def test_4(self):
        result = Maxmin6varWrongIf3.maxmin(1, 2, 3, 10, 5, 4)
        self.assertEqual(1, result)

    def test_5(self):
        result = Maxmin6varWrongIf3.maxmin(1, 2, 3, 4, 5, 10)
        self.assertEqual(4, result)

    def test_6(self):
        result = Maxmin6varWrongIf3.maxmin(10, 2, 3, 4, 5, 1)
        self.assertEqual(1, result)

    def test_7(self):
        result = Maxmin6varWrongIf3.maxmin(3, 2, 10, 4, 5, 1)
        self.assertEqual(3, result)

    def test_8(self):
        result = Maxmin6varWrongIf3.maxmin(10, 2, 3, 5, 4, 1)
        self.assertEqual(1, result)


if __name__ == '__main__':
    unittest.main()"
BSearchWrongWhile.py,"
import unittest

class BSearchWrongWhile:
    @staticmethod
    def search(tab, x):
        result = -1
        milieu = 0
        gauche = 0
        droite = len(tab) - 1
        while result == -1 or gauche <= droite: # Changer or en and
            milieu = (gauche + droite) // 2
            if tab[milieu] == x:
                result = milieu
            elif tab[milieu] > x:
                droite = milieu - 1
            else:
                gauche = milieu + 1
        return result


class BSearchTest(unittest.TestCase):
    def test_0(self):
        tab = [i for i in range(5)]
        result = BSearchWrongWhile.search(tab, 0)
        self.assertEqual(0, result)

    def test_1(self):
        tab2 = [5, 10, 16, 24, 30]
        result = BSearchWrongWhile.search(tab2, 10)
        self.assertEqual(1, result)

    def test_2(self):
        tab3 = [15, 15, 16, 42, 50]
        result = BSearchWrongWhile.search(tab3, 16)
        self.assertEqual(2, result)

    def test_3(self):
        tab4 = [17, 18, 19, 42, 61]
        result = BSearchWrongWhile.search(tab4, 42)
        self.assertEqual(3, result)

    def test_4(self):
        tab5 = [11, 14, 15, 18, 21]
        result = BSearchWrongWhile.search(tab5, 21)
        self.assertEqual(4, result)

    def test_5(self):
        tab6 = [15, 23, 65, 70, 85]
        result = BSearchWrongWhile.search(tab6, 61)
        self.assertEqual(-1, result)

    def test_6(self):
        tab7 = [14, 21, 33, 42, 55]
        result = BSearchWrongWhile.search(tab7, 21)
        self.assertEqual(1, result)

    def test_7(self):
        tab8 = [14, 21, 33, 42, 55, 77, 100, 120]
        result = BSearchWrongWhile.search(tab8, 55)
        self.assertEqual(4, result)

    def test_8(self):
        tab9 = [14, 21, 33, 42, 55, 77, 100, 120]
        result = BSearchWrongWhile.search(tab9, 33)
        self.assertEqual(2, result)

if __name__ == '__main__':
    unittest.main()

"
BSearchWrongIf2.py,"import unittest

class BSearchWrongIf2:
    @staticmethod
    def search(tab, x):
        result = -1
        milieu = 0
        gauche = 0
        droite = len(tab) - 1
        while result == -1 and gauche <= droite:
            milieu = (gauche + droite) // 2
            if tab[milieu] > x:  # Correction: tab[milieu] == x
                result = milieu
            elif tab[milieu] > x:
                droite = milieu - 1
            else:
                gauche = milieu + 1
        return result

class BSearchTest(unittest.TestCase):
    def test_0(self):
        tab = [i for i in range(5)]
        result = BSearchWrongIf2.search(tab, 0)
        self.assertEqual(0, result)

    def test_1(self):
        tab2 = [5, 10, 16, 24, 30]
        result = BSearchWrongIf2.search(tab2, 10)
        self.assertEqual(1, result)

    def test_2(self):
        tab3 = [15, 15, 16, 42, 50]
        result = BSearchWrongIf2.search(tab3, 16)
        self.assertEqual(2, result)

    def test_3(self):
        tab4 = [17, 18, 19, 42, 61]
        result = BSearchWrongIf2.search(tab4, 42)
        self.assertEqual(3, result)

    def test_4(self):
        tab5 = [11, 14, 15, 18, 21]
        result = BSearchWrongIf2.search(tab5, 21)
        self.assertEqual(4, result)

    def test_5(self):
        tab6 = [15, 23, 65, 70, 85]
        result = BSearchWrongIf2.search(tab6, 61)
        self.assertEqual(-1, result)

    def test_6(self):
        tab7 = [14, 21, 33, 42, 55]
        result = BSearchWrongIf2.search(tab7, 21)
        self.assertEqual(1, result)

    def test_7(self):
        tab8 = [14, 21, 33, 42, 55, 77, 100, 120]
        result = BSearchWrongIf2.search(tab8, 55)
        self.assertEqual(4, result)

    def test_8(self):
        tab9 = [14, 21, 33, 42, 55, 77, 100, 120]
        result = BSearchWrongIf2.search(tab9, 33)
        self.assertEqual(2, result)


if __name__ == '__main__':
    unittest.main()"
BSearchWrongIf1.py,"import unittest
class BSearchWrongIf1:
    @staticmethod
    def search(tab, x):
        result = -1
        milieu = 0
        gauche = 0
        droite = len(tab) - 1
        while result == -1 and gauche <= droite:
            milieu = (gauche + droite) // 2
            if tab[milieu] == x:
                result = milieu
            elif tab[milieu] < x:  # Correction: tab[milieu] > x
                droite = milieu - 1
            else:
                gauche = milieu + 1
        return result

class BSearchTest(unittest.TestCase):
    def test_0(self):
        tab = [i for i in range(5)]
        result = BSearchWrongIf1.search(tab, 0)
        self.assertEqual(0, result)

    def test_1(self):
        tab2 = [5, 10, 16, 24, 30]
        result = BSearchWrongIf1.search(tab2, 10)
        self.assertEqual(1, result)

    def test_2(self):
        tab3 = [15, 15, 16, 42, 50]
        result = BSearchWrongIf1.search(tab3, 16)
        self.assertEqual(2, result)

    def test_3(self):
        tab4 = [17, 18, 19, 42, 61]
        result = BSearchWrongIf1.search(tab4, 42)
        self.assertEqual(3, result)

    def test_4(self):
        tab5 = [11, 14, 15, 18, 21]
        result = BSearchWrongIf1.search(tab5, 21)
        self.assertEqual(4, result)

    def test_5(self):
        tab6 = [15, 23, 65, 70, 85]
        result = BSearchWrongIf1.search(tab6, 61)
        self.assertEqual(-1, result)

    def test_6(self):
        tab7 = [14, 21, 33, 42, 55]
        result = BSearchWrongIf1.search(tab7, 21)
        self.assertEqual(1, result)

    def test_7(self):
        tab8 = [14, 21, 33, 42, 55, 77, 100, 120]
        result = BSearchWrongIf1.search(tab8, 55)
        self.assertEqual(4, result)

    def test_8(self):
        tab9 = [14, 21, 33, 42, 55, 77, 100, 120]
        result = BSearchWrongIf1.search(tab9, 33)
        self.assertEqual(2, result)


if __name__ == '__main__':
    unittest.main()"
BSearch.py,"import unittest

class BSearch:
    @staticmethod
    def search(tab, x):
        result = -1
        milieu = 0
        gauche = 0
        droite = len(tab) - 1
        while (result == -1) and (gauche <= droite):
            milieu = (gauche + droite) // 2
            if tab[milieu] == x:
                result = droite  # error: the instruction should be result = milieu;
            elif tab[milieu] > x:
                droite = milieu - 1
            else:
                gauche = milieu + 1
        return result
    
class BSearchTest(unittest.TestCase):
    def test_0(self):
        tab = [i for i in range(5)]
        result = BSearch.search(tab, 0)
        self.assertEqual(0, result)

    def test_1(self):
        tab2 = [5, 10, 16, 24, 30]
        result = BSearch.search(tab2, 10)
        self.assertEqual(1, result)

    def test_2(self):
        tab3 = [15, 15, 16, 42, 50]
        result = BSearch.search(tab3, 16)
        self.assertEqual(2, result)

    def test_3(self):
        tab4 = [17, 18, 19, 42, 61]
        result = BSearch.search(tab4, 42)
        self.assertEqual(3, result)

    def test_4(self):
        tab5 = [11, 14, 15, 18, 21]
        result = BSearch.search(tab5, 21)
        self.assertEqual(4, result)

    def test_5(self):
        tab6 = [15, 23, 65, 70, 85]
        result = BSearch.search(tab6, 61)
        self.assertEqual(-1, result)

    def test_6(self):
        tab7 = [14, 21, 33, 42, 55]
        result = BSearch.search(tab7, 21)
        self.assertEqual(1, result)

    def test_7(self):
        tab8 = [14, 21, 33, 42, 55, 77, 100, 120]
        result = BSearch.search(tab8, 55)
        self.assertEqual(4, result)

    def test_8(self):
        tab9 = [14, 21, 33, 42, 55, 77, 100, 120]
        result = BSearch.search(tab9, 33)
        self.assertEqual(2, result)
        

if __name__ == '__main__':
    unittest.main()
"
